Id,recipe_name,additional_phrase,ing_name,Ing_quantity,Ing_unit,source,audio
36,یاکی چکن,,ادرک لہسن کا پیسٹ,1,چائے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,پسی کالی مرچ,½,چائے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,سفید مرچ,½,چائے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,شہد,3, کھانے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,باریک کٹی شملہ مرچ,1,عدد,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,ہری پیاز,1,عدد,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,وویسٹر سوس,2, کھانے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,ٹومیٹو کیچپ,2, کھانے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,سویا سوس,2, کھانے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,کارن فلور,2, کھانے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,چکن کی یخنی,½,کپ,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,تیل,4, کھانے کا چمچہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
37,ایپل اورنج رائس,ایپل اورنج رائس بنانے کے اجزاء,,,,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,کینو,2,عدد,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,لال سیب,2,عدد,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,چاول,300,گرام,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,پارسلے,2, کھانے کا چمچہ,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,ہری پیاز,2,عدد,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,انڈے,3,عدد,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,تیل,1/4, کپ,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,نمک,,حسب ذائقہ,kfoods,dataset\Apple Orange Rice - kfoods.wav
37,ایپل اورنج رائس,,لہسن,2,جوے,kfoods,dataset\Apple Orange Rice - kfoods.wav
38,حیدر آبادی بریانی,حیدر آبادی بریانی بنانے کے اجزاء,,,,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,بکری کا گوشت,1,کلو,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,چاول,1,کلو,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,دہی,1,پیالی,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,گرم دودھ,1,پیالی,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,گھی,1,پیالی,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,باریک کٹی پیاز ,4,عدد,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,لونگ,4,عدد,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,لیموں,6,عدد,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,ہری مرچ,6,عدد,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,ثابت کالی مرچ,8,عدد,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,چھوٹی الائچی,8,عدد,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,باریک کٹا پودینه,1,گٹھی,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,زردے کا رنگ,1,چٹکی,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,کالا زیرہ,1,چائے کا چمچہ,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,سفید سرکہ,1, کھانے کا چمچہ,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,پسی لال مرچ,1, کھانے کا چمچہ,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,کچا پسا ہوا پپیتا,2, کھانے کا چمچہ,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,ادرک لہسن کا پیسٹ,½-1, کھانے کا چمچہ,hum masala,dataset\Hyderabadi biryani.wav
38,حیدر آبادی بریانی,,نمک,,حسب ذائقہ,hum masala,dataset\Hyderabadi biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,ثابت کالی مسور اینڈ چکن بریانی  بنانے کے اجزاء,,,,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,ثابت کالی مسور,1,پیالی,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,چکن (14 ٹکڑے),½-1,کلو,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,باسمتی چاول,1,کلو,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,باریک کٹی پیاز,4,عدد,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,ہری مرچ,8,عدد,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,دہی,1,پیالی,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,پودینہ,1,گٹھی,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,لیموں,6,عدد,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,سفید سرکہ,1, کھانے کا چمچہ,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,ادرک لہسن کا پیٹ,1, کھانے کا چمچہ,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,چھوٹی الائچی,4,عدد,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,ثابت کالی مرچ,6-8,عدد,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,تیل,1,پیالی,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,کالا زیرہ,1,چائے کا چمچہ,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,مکھن,1,چائے کا چمچہ,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
39,ثابت کالی مسور اینڈ چکن بریانی,,نمک,,حسب ذائقہ,hum masala,dataset\Sabut-kali-masoor-and-chicken-biryani.wav
40,ڈرائی چلی چکن, ڈرائی چلی چکن بنانے کے اجزاء,,,,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,بون لیس چکن,½,کلو,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,چوکور کٹی پیاز,1,عدد,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,ہری پیاز,2,عدد,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,سوکھی لال مرچ,10,عدد,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,چلی گارلک سوس,½,کپ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,کٹا لہسن,1,چائے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,براؤن شوگر,1,چائے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,کٹی کالی مرچ,1,چائے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,سرکہ,1, کھانے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,کارن فلور,1, کھانے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,پیپریکا پاؤڈر,2,چائے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,تیل,2, کھانے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,, ڈارک سویا سوس,3, کھانے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,, چلی سوس,4, کھانے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
40,ڈرائی چلی چکن,,نمک,½,چائے کا چمچہ,hum masala,dataset\dry chilli chicken.wav
41,چٹخارے دار دہی بڑے,چٹخارے دار دہی بڑے بنانے کے اجزاء,,,,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,پھلکی کے لیے اجزاء ,,,,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,مونگ اور ماش کی دال,1,کپ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,زیره,1,چائے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,لال مرچ,2,چائے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,لہسن کے جوے,4,عدد,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,پیاز,1,عدد,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,ہری مرچ,2,عدد,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,نمک,½,چائے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,تیل (تلنے کے لیے) ,,حسب ضرورت,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,دہی کے لیے اجزاء,,,,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,دہی,½,کلو,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,دودھ,1,کپ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,ہری مرچوں کا پیسٹ ,2,چائے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,نمک,½,چائے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,بھنا ہوا زیرہ,2,چائے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,بھنی پسی ثابت گول مرچ,1,چائے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
41,چٹخارے دار دہی بڑے,,گاڑھا املی کارس,4, کھانے کا چمچہ,hum masala,dataset\Chatkharaydar dahi baray.wav
42,پین کباب,پین کباب  بنانے کے اجزاء,,,,hum masala,dataset\pan-kabab.wav
42,پین کباب,,قیمہ,½,کلو,hum masala,dataset\pan-kabab.wav
42,پین کباب,,انڈا,1,عدد,hum masala,dataset\pan-kabab.wav
42,پین کباب,,خشخاش,1, کھانے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,پسا گرم مصالحہ,1,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,نمک,1,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,پسا ناریل,1,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,پیاز,1,عدد,hum masala,dataset\pan-kabab.wav
42,پین کباب,,ہری مرچ,2,عدد,hum masala,dataset\pan-kabab.wav
42,پین کباب,,لہسن کے جوے,4,عدد,hum masala,dataset\pan-kabab.wav
42,پین کباب,,پسی لال مرچ,1,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,مصالحہ بنانے کے لیے اجزاء,,,,hum masala,dataset\pan-kabab.wav
42,پین کباب,,ٹماٹر,4,عدد,hum masala,dataset\pan-kabab.wav
42,پین کباب,,ہری مرچ,6,عدد,hum masala,dataset\pan-kabab.wav
42,پین کباب,,پیاز,2,عدد,hum masala,dataset\pan-kabab.wav
42,پین کباب,,کٹی کالی مرچ,1,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,نمک,½,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,لیموں کا رس,2, کھانے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,ثابت دھنیا,1,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,سونف,1,چائے کا چمچہ,hum masala,dataset\pan-kabab.wav
42,پین کباب,,تیل,½,کپ,hum masala,dataset\pan-kabab.wav
43,گرین چکن ود کوکونٹ رائس,گرین چکن ود کوکونٹ رائس بنانے کے اجزاء,,,,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,چکن (16 ٹکڑے),1,عدد,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,ہرا دھنیا,2,گٹھی,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,لہسن کے چھلے جوے,8,عدد,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,ہری مرچ,10,عدد,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,دہی,1,پیالی,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,ادرک لہسن کا پیسٹ,1, کھانے کا چمچہ,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,کارن فلور,2, کھانے کا چمچہ,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,سویا سوس,2, کھانے کا چمچہ,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,نمک,,حسب ذائقہ,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,لیموں,2,عدد,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,کوکونٹ ملک,1,ٹن,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,چاول,2,پیالی,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,باریک کٹی پیاز,3,عدد,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,کٹی کالی مرچ,1,چائے کا چمچہ,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,ثابت تازہ لال مرچ,6,عدد,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,تیل,1,پیالی,hum masala,dataset\Green Chicken with Coconut Rice.wav
43,گرین چکن ود کوکونٹ رائس,,مکھن,1, کھانے کا چمچہ,hum masala,dataset\Green Chicken with Coconut Rice.wav
44,چلی سیلیڈ, چلی سیلیڈ بنانے کے اجزاء,,,,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,چلی چیس,3,پیکٹ,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,باریک کٹاسیب,1,عدد,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,لیموں,2,عدد,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,باریک کٹی ہری مرچ,4,عدد,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,باریک کٹے بادام,10,عدد,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,باریک کٹی ہری پیاز,2,گٹھی,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,باریک کٹا پودینه,½,گٹھی,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,چینی,1,چائے کا چمچہ,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,کٹی کالی مرچ,1,چائے کا چمچہ,hum masala,dataset\Chili Salad.wav
44,چلی سیلیڈ,,نمک,,حسب ذائقہ,hum masala,dataset\Chili Salad.wav
45,چکن بوٹی مصالحہ,چکن بوٹی مصالحہ بنانے کے اجزاء,,,,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,چکن بون لیس بوٹی,½,کلو,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,چکن مصالحہ تکہ,2, کھانے کا چمچہ,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,کٹی لال مرچ,1,چائے کا چمچہ,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,ادرک لہسن کا پیسٹ,1, کھانے کا چمچہ,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,لیموں,2,عدد,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,کٹی کالی مرچ,1,چائے کا چمچہ,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,کچلی ہری مرچ,2,عدد,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,دہی,½,پیالی,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,تیل,½,پیالی,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,باریک کٹا ہرا دھنیا,1,گٹھی,hum masala,dataset\Chicken Boti Masala.wav
45,چکن بوٹی مصالحہ,,نمک,,حسب ذائقہ,hum masala,dataset\Chicken Boti Masala.wav
46,مٹر پنیر پلاؤ,مٹر پنیر پلاؤ بنانے کے اجزاء,,,,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,چاول,½-2,پیالی,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,چھلے مٹر,1,پیالی,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,کو ٹیج چیز,2,پیکٹ,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,باریک کٹی پیاز,4,عدد,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,دہی,½,پیالی,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,ادرک لہسن کا پیسٹ,1, کھانے کا چمچہ,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,چھوٹی الائچی,4,عدد,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,ثابت کالی مرچ,6,عدد,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,بار یک کٹا پودینہ,½,گٹھی,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,ابلے بادام,10,عدد,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,کالا زیرہ,1,چائے کا چمچہ,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,ثابت ہری مرچ,6,عدد,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,نمک,,حسب ذائقہ,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,تیل,1,پیالی,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,یخنی کے لیے,,,,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,سونف,1,چائے کا چمچہ,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,ثابت دھنیا,1, کھانے کا چمچہ,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,ثابت گرم مصالحہ,,تھوڑا سا,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,پیاز,2,عدد,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,لہسن,1,عدد,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,ادرک,1,ٹکڑا,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,نمک,,حسب ذائقہ,hum masala,dataset\Mater Paneer Pulao.wav
46,مٹر پنیر پلاؤ,,پانی,3,پیالی,hum masala,dataset\Mater Paneer Pulao.wav
47,ساگ قیمه,ساگ قیمه بنانے کے اجزاء,,,,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,قیمہ (ہاتھ کا کٹا ہوا),½,کلو,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,باریک کٹی پالک,½,کلو,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,باریک کٹا سویا,2,گٹھی,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,ہلدی (ساگ بھگونے کے لیے ),½,چائے کا چمچہ,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,باریک کٹی میتھی,6,گٹھی,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,ہری مرچ,6,عدد,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,پسی لال مرچ,1, کھانے کا چمچہ,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,بلدی,1,چائے کا چمچہ,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,ادرک لہسن کا پیسٹ,1, کھانے کا چمچہ,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,نمک,,حسب ذائقہ,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,باریک کٹی پیاز ,2,عدد,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,باریک کٹا ہرا دھنیا,½,گٹھی,hum masala,dataset\Saag-qeema.wav
47,ساگ قیمه,,تیل,1,پیالی,hum masala,dataset\Saag-qeema.wav
48,کدو کی بھاجی,کدو کی بھاجی بنانے کے اجزاء,کدو,½,کلو,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,ادرک لہسن کا پیسٹ,2,کھانے کا چمچہ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,اُبلے ہوئے ٹماٹر,2,عدد,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,پیاز,2,عدد,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,ہرا دھنیا,1/4,گٹھی,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,ہری مرچ,4,عدد,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,کٹی لال مرچ,1,کھانے کا چمچہ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,پسا گرم مصالحہ,1,چائے کا چمچہ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,ہلدی,1,چائے کا چمچہ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,رائی,½,چائے کا چمچہ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,کلونجی,½,چائے کا چمچہ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,تیل,1/4,کپ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
48,کدو کی بھاجی,,نمک,,حسب ذائقہ,kfoods,dataset\Kadoo Ki Bhajji - kfoods.wav
49,چٹ پٹا چکن,چٹ پٹا چکن بنانے کے اجزاء,چکن بریسٹ,½,کلو,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,لال شملہ,1,عدد,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,ہری شملہ مرچ,1,عدد,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,پیاز,1,عدد,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,آلو ابلے,2,عدد,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,اورنج جوس,1,کپ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,روز میری,1,چائے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,اوریگانو,1,چائے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,کٹی سونف,1,چائے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,کٹی لال مرچ,1,چائے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,کٹی کالی مرچ,1,چائے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,لہسن کا پیسٹ,1,کھانے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,لیموں کا رس,2,کھانے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,کارن فلور,2,کھانے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,تیل,3,کھانے کا چمچہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
49,چٹ پٹا چکن,,نمک,,حسب ذائقہ,kfoods,dataset\Chatpata Chicken - kfoods.wav
50,میکرونی ود پران,میکرونی ود پران  بنانے کے اجزاء,جھینگے,½,کلو,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,ابلی میکرونی,½,پیکٹ,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,دودھ,½,کلو,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,لہسن کا پیسٹ,1,کھانے کا چمچہ,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,پارسلے,1/4,گٹھی,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,, میدہ,3-4,کھانے کا چمچہ,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,اوریگانو,½,چائے کا چمچہ,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,روزمیری,½,چائے کا چمچہ,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,کٹی لال مرچ,1,چائے کا چمچہ,kfoods,dataset\Macronni with prawn - kfoods.wav
50,میکرونی ود پران,,نمک,,حسب ذائقہ,kfoods,dataset\Macronni with prawn - kfoods.wav
